word,inDoc,totalInDoc,ArgoUML,gwt_portlet,JavaClient,JGAP,Mars,Neuroph,JPMC,xUML,Maze,Wro4J,Junit
core,1,3,0,0,0,0,0,0,0,0,0,0,3
copi,1,1,1,0,0,0,0,0,0,0,0,0,0
coordin,1,1,0,0,0,0,1,0,0,0,0,0,0
cook,1,6,0,0,0,0,6,0,0,0,0,0,0
convert,1,1,0,0,0,0,0,1,0,0,0,0,0
control,5,12,1,1,8,0,0,1,0,0,1,0,0
context,2,11,4,0,0,0,0,0,0,0,0,7,0
content,3,4,0,2,0,0,1,0,0,0,0,1,0
contain,2,6,0,5,0,0,1,0,0,0,0,0,0
consumpt,1,6,0,0,0,0,6,0,0,0,0,0,0
constructor,1,1,1,0,0,0,0,0,0,0,0,0,0
construct,1,27,0,0,0,0,27,0,0,0,0,0,0
constraint,3,9,5,3,0,0,0,0,0,1,0,0,0
constant,2,2,1,0,0,1,0,0,0,0,0,0,0
consid,1,1,1,0,0,0,0,0,0,0,0,0,0
connect,3,6,1,0,0,0,1,4,0,0,0,0,0
conjoin,1,1,0,0,0,0,0,0,0,0,1,0,0
conform,1,1,0,0,0,0,0,0,0,0,0,1,0
conflict,1,1,1,0,0,0,0,0,0,0,0,0,0
confirm,1,1,1,0,0,0,0,0,0,0,0,0,0
configur,4,25,6,0,0,6,10,0,0,0,0,3,0
config,5,54,3,1,21,8,21,0,0,0,0,0,0
condit,2,3,0,0,0,0,1,0,0,2,0,0,0
concentr,1,2,0,0,0,0,2,0,0,0,0,0,0
comput,1,2,0,0,0,0,0,0,0,0,0,0,2
compressor,1,2,0,0,0,0,0,0,0,0,0,2,0
compound,2,3,1,2,0,0,0,0,0,0,0,0,0
composit,3,10,8,1,0,1,0,0,0,0,0,0,0
compon,3,19,17,0,0,0,0,1,1,0,0,0,0
complaint,1,11,0,0,0,0,11,0,0,0,0,0,0
compil,1,1,0,0,0,0,1,0,0,0,0,0,0
competit,1,5,0,0,0,0,0,5,0,0,0,0,0
compat,1,3,0,0,0,0,0,0,3,0,0,0,0
compart,1,4,4,0,0,0,0,0,0,0,0,0,0
comparison,1,8,0,0,0,0,0,0,0,0,0,0,8
compar,4,8,2,0,0,4,0,0,1,0,0,0,1
compactor,1,2,0,0,0,0,0,0,0,0,0,0,2
comp,1,5,5,0,0,0,0,0,0,0,0,0,0
commun,3,5,1,0,0,0,3,0,0,1,0,0,0
comment,1,3,0,0,0,0,0,0,0,0,0,3,0
command,3,9,0,2,0,5,0,0,0,0,0,0,2
combo,2,15,14,0,0,0,0,1,0,0,0,0,0
com,1,1,0,0,1,0,0,0,0,0,0,0,0
column,2,47,46,0,0,0,1,0,0,0,0,0,0
color,3,6,0,0,2,0,0,1,0,0,0,3,0
collector,2,2,1,0,0,0,0,0,0,0,0,0,1
collect,1,6,0,0,0,0,6,0,0,0,0,0,0
collabor,3,11,4,0,0,0,1,0,0,6,0,0,0
collab,1,2,2,0,0,0,0,0,0,0,0,0,0
cognit,1,5,5,0,0,0,0,0,0,0,0,0,0
code,1,13,13,0,0,0,0,0,0,0,0,0,0
cmd,2,26,1,0,25,0,0,0,0,0,0,0,0
cm,1,8,8,0,0,0,0,0,0,0,0,0,0
closer,1,1,1,0,0,0,0,0,0,0,0,0,0
clone,1,1,0,0,0,1,0,0,0,0,0,0,0
clock,1,3,0,0,0,0,3,0,0,0,0,0,0
client,3,6,2,2,2,0,0,0,0,0,0,0,0
classpath,2,2,0,0,0,0,1,0,0,0,0,1,0
classifi,1,20,20,0,0,0,0,0,0,0,0,0,0
classic,1,1,0,0,0,0,0,0,0,0,1,0,0
classdiagram,1,2,2,0,0,0,0,0,0,0,0,0,0
class,5,51,32,2,0,2,0,0,0,4,0,0,11
clarifi,1,3,3,0,0,0,0,0,0,0,0,0,0
cl,1,3,3,0,0,0,0,0,0,0,0,0,0
circular,1,2,2,0,0,0,0,0,0,0,0,0,0
circl,1,1,1,0,0,0,0,0,0,0,0,0,0
chromosom,1,7,0,0,0,7,0,0,0,0,0,0,0
chooser,1,2,0,0,0,0,0,0,2,0,0,0,0
choic,1,1,1,0,0,0,0,0,0,0,0,0,0
children,1,1,1,0,0,0,0,0,0,0,0,0,0
child,2,6,5,0,0,0,0,0,0,0,0,0,1
chemist,1,1,0,0,0,0,1,0,0,0,0,0,0
chef,1,1,0,0,0,0,1,0,0,0,0,0,0
checklist,1,5,5,0,0,0,0,0,0,0,0,0,0
check,1,5,5,0,0,0,0,0,0,0,0,0,0
chart,3,13,0,0,0,0,2,0,10,1,0,0,0
charset,1,1,0,0,0,0,0,0,0,0,0,1,0
chargepolici,1,1,0,0,1,0,0,0,0,0,0,0,0
char,2,2,1,0,1,0,0,0,0,0,0,0,0
chang,4,19,8,4,0,0,0,0,6,1,0,0,0
chanc,1,2,0,0,0,0,2,0,0,0,0,0,0
chain,2,2,0,0,0,1,0,0,0,0,0,0,1
ch,1,11,11,0,0,0,0,0,0,0,0,0,0
center,1,2,0,0,0,0,0,0,2,0,0,0,0
cell,5,9,2,0,0,1,2,0,1,0,3,0,0
caus,1,1,0,0,0,0,0,0,0,0,0,0,1
cauchi,1,1,0,0,0,1,0,0,0,0,0,0,0
categori,3,11,1,0,0,0,0,0,4,0,0,0,6
case,3,17,12,0,0,0,0,0,0,3,0,0,2
cascad,1,1,0,1,0,0,0,0,0,0,0,0,0
cargo,1,3,0,0,0,0,3,0,0,0,0,0,0
care,1,4,0,0,0,0,4,0,0,0,0,0,0
card,1,1,1,0,0,0,0,0,0,0,0,0,0
car,1,1,0,0,1,0,0,0,0,0,0,0,0
capac,1,2,0,0,0,0,2,0,0,0,0,0,0
canist,1,1,0,0,0,0,1,0,0,0,0,0,0
camera,1,2,0,0,2,0,0,0,0,0,0,0,0
callabl,1,2,0,0,0,0,0,0,0,0,0,0,2
call,2,7,6,0,0,0,0,0,0,1,0,0,0
calendar,1,1,0,0,0,0,1,0,0,0,0,0,0
calcul,1,3,0,0,0,3,0,0,0,0,0,0,0
cach,5,6,1,1,0,1,0,0,0,0,0,2,1
byte,2,3,0,0,2,0,0,0,0,0,0,1,0
button,6,16,5,2,0,0,3,1,4,0,1,0,0
busi,1,1,0,0,0,0,0,0,1,0,0,0,0
bundl,2,34,33,0,0,0,0,0,1,0,0,0,0
bumper,1,4,0,0,4,0,0,0,0,0,0,0,0
bump,1,2,2,0,0,0,0,0,0,0,0,0,0
bulk,1,2,0,0,0,2,0,0,0,0,0,0,0
builder,4,17,0,1,0,3,0,0,0,0,0,4,9
build,1,42,0,0,0,0,42,0,0,0,0,0,0
buffer,4,7,3,0,2,1,0,0,0,0,0,1,0
browser,3,8,2,4,0,0,0,0,2,0,0,0,0
broadcast,1,1,0,1,0,0,0,0,0,0,0,0,0
bridg,1,1,0,0,0,0,0,0,0,1,0,0,0
breeder,1,1,0,0,0,1,0,0,0,0,0,0,0
breakdown,1,2,0,0,0,0,2,0,0,0,0,0,0
break,1,1,1,0,0,0,0,0,0,0,0,0,0
branch,2,4,2,0,0,2,0,0,0,0,0,0,0
brake,1,2,0,0,2,0,0,0,0,0,0,0,0
box,3,18,16,0,0,0,0,1,0,0,1,0,0
botanist,1,1,0,0,0,0,1,0,0,0,0,0,0
border,2,2,1,0,0,0,1,0,0,0,0,0,0
boolean,4,7,4,0,1,1,0,0,0,0,0,0,1
bom,1,1,0,0,0,0,0,0,0,0,0,1,0
bodi,1,1,1,0,0,0,0,0,0,0,0,0,0
block,1,1,0,0,0,0,0,0,0,0,0,0,1
blobfind,1,5,0,0,5,0,0,0,0,0,0,0,0
blob,1,1,0,0,1,0,0,0,0,0,0,0,0
blinkenlight,1,2,0,0,2,0,0,0,0,0,0,0,0
blank,1,2,0,0,0,0,0,0,2,0,0,0,0
bitsrandom,1,1,0,0,0,1,0,0,0,0,0,0,0
bit,1,1,1,0,0,0,0,0,0,0,0,0,0
biologist,1,1,0,0,0,0,1,0,0,0,0,0,0
biologi,1,2,0,0,0,0,2,0,0,0,0,0,0
bind,1,1,1,0,0,0,0,0,0,0,0,0,0
binari,2,2,0,0,0,1,0,1,0,0,0,0,0
big,1,1,1,0,0,0,0,0,0,0,0,0,0
bevel,1,1,0,0,0,0,0,0,1,0,0,0,0
behavior,1,1,1,0,0,0,0,0,0,0,0,0,0
beh,1,1,1,0,0,0,0,0,0,0,0,0,0
befor,1,2,0,0,0,0,0,0,0,0,0,0,2
bean,1,10,0,0,0,0,10,0,0,0,0,0,0
bbox,1,2,0,0,2,0,0,0,0,0,0,0,0
basic,1,2,0,0,0,0,0,2,0,0,0,0,0
base,7,21,7,0,0,7,2,1,0,0,1,2,1
barrel,1,1,0,0,0,0,1,0,0,0,0,0,0
bam,1,2,0,0,0,0,0,2,0,0,0,0,0
bai,1,1,0,0,0,0,1,0,0,0,0,0,0
bag,1,2,0,0,0,0,2,0,0,0,0,0,0
bad,1,1,0,1,0,0,0,0,0,0,0,0,0
backpropag,1,1,0,0,0,0,0,1,0,0,0,0,0
axi,1,15,0,0,0,0,0,0,15,0,0,0,0
awt,1,1,1,0,0,0,0,0,0,0,0,0,0
awar,2,5,0,1,0,0,0,0,0,0,0,4,0
averag,2,2,0,0,0,1,0,0,1,0,0,0,0
auto,1,1,1,0,0,0,0,0,0,0,0,0,0
audiomix,1,2,0,0,2,0,0,0,0,0,0,0,0
audiodsp,1,3,0,0,3,0,0,0,0,0,0,0,0
audio,2,3,0,0,2,0,1,0,0,0,0,0,0
attribut,3,18,8,0,0,0,7,0,0,3,0,0,0
attr,1,6,6,0,0,0,0,0,0,0,0,0,0
attach,1,4,0,0,0,0,4,0,0,0,0,0,0
astronom,1,6,0,0,0,0,6,0,0,0,0,0,0
assumpt,1,1,0,0,0,0,0,0,0,0,0,0,1
assum,1,1,0,0,0,0,0,0,0,0,0,0,1
associ,3,20,13,0,0,0,1,0,0,6,0,0,0
assoc,1,9,9,0,0,0,0,0,0,0,0,0,0
assist,1,2,0,0,0,0,2,0,0,0,0,0,0
assign,1,2,0,0,0,0,0,0,0,0,0,0,2
assert,1,4,0,0,0,0,0,0,0,0,0,0,4
arrow,2,6,5,0,0,0,0,0,1,0,0,0,0
arrai,3,3,0,0,0,0,0,0,1,0,0,1,1
argument,1,1,0,0,0,1,0,0,0,0,0,0,0
argo,1,19,19,0,0,0,0,0,0,0,0,0,0
areologist,1,1,0,0,0,0,1,0,0,0,0,0,0
areolog,1,2,0,0,0,0,2,0,0,0,0,0,0
area,2,3,1,2,0,0,0,0,0,0,0,0,0
architect,1,1,0,0,0,0,1,0,0,0,0,0,0
applic,1,2,0,0,0,0,0,2,0,0,0,0,0
append,1,1,0,0,0,0,0,0,0,0,0,1,0
app,1,5,0,5,0,0,0,0,0,0,0,0,0
anti,1,1,0,0,0,0,1,0,0,0,0,0,0
anonym,1,1,1,0,0,0,0,0,0,0,0,0,0
announc,1,1,0,0,0,0,1,0,0,0,0,0,0
annot,1,3,0,0,0,0,0,0,0,0,0,0,3
anim,2,3,0,1,0,0,0,0,0,0,2,0,0
ani,2,4,2,0,0,0,0,0,0,0,0,0,2
anchor,1,1,0,0,0,0,0,0,0,0,0,0,1
ancestor,1,1,1,0,0,0,0,0,0,0,0,0,0
amount,1,9,0,0,0,0,9,0,0,0,0,0,0
allel,1,2,0,0,0,0,0,0,2,0,0,0,0
algorithm,1,4,0,0,0,0,0,0,4,0,0,0,0
airlock,1,5,0,0,0,0,5,0,0,0,0,0,0
air,1,2,0,0,0,0,2,0,0,0,0,0,0
aio,1,3,0,0,3,0,0,0,0,0,0,0,0
aggreg,1,2,2,0,0,0,0,0,0,0,0,0,0
agg,1,1,1,0,0,0,0,0,0,0,0,0,0
agenc,1,1,1,0,0,0,0,0,0,0,0,0,0
advanc,1,2,0,2,0,0,0,0,0,0,0,0,0
adf,1,1,0,0,0,1,0,0,0,0,0,0,0
addr,1,2,0,0,2,0,0,0,0,0,0,0,0
add,3,14,10,0,0,3,1,0,0,0,0,0,0
adapt,6,14,2,1,0,0,0,1,1,6,0,0,3
adalin,1,2,0,0,0,0,0,2,0,0,0,0,0
actuatorgeom,1,1,0,0,1,0,0,0,0,0,0,0,0
actuat,1,1,0,0,1,0,0,0,0,0,0,0,0
actor,2,8,6,0,0,0,0,0,0,2,0,0,0
activ,4,13,4,0,0,0,1,0,0,6,0,0,2
action,3,96,94,0,0,0,0,0,0,1,1,0,0
actarrai,1,11,0,0,11,0,0,0,0,0,0,0,0
achiev,1,1,0,0,0,0,1,0,0,0,0,0,0
accommod,1,3,0,0,0,0,3,0,0,0,0,0,0
ac,1,1,1,0,0,0,0,0,0,0,0,0,0
abstract,6,13,3,1,1,1,0,0,3,0,0,4,0
